"domainID","siteID","horizontalPosition","verticalPosition","startDateTime","endDateTime","PM15Median","PM15Minimum","PM15Maximum","PM15NumPts","PM15MAD","PM15finalQF","PM10Median","PM10Minimum","PM10Maximum","PM10NumPts","PM10MAD","PM10finalQF","PM4Median","PM4Minimum","PM4Maximum","PM4NumPts","PM4MAD","PM4finalQF","PM2.5Median","PM2.5Minimum","PM2.5Maximum","PM2.5NumPts","PM2.5MAD","PM2.5finalQF","PM1Median","PM1Minimum","PM1Maximum","PM1NumPts","PM1MAD","PM1finalQF","PM15sub50RHMedian","PM15sub50RHMinimum","PM15sub50RHMaximum","PM15sub50RHNumPts","PM15sub50RHMAD","PM15sub50RHfinalQF","PM10sub50RHMedian","PM10sub50RHMinimum","PM10sub50RHMaximum","PM10sub50RHNumPts","PM10sub50RHMAD","PM10sub50RHfinalQF","PM4sub50RHMedian","PM4sub50RHMinimum","PM4sub50RHMaximum","PM4sub50RHNumPts","PM4sub50RHMAD","PM4sub50RHfinalQF","PM2.5sub50RHMedian","PM2.5sub50RHMinimum","PM2.5sub50RHMaximum","PM2.5sub50RHNumPts","PM2.5sub50RHMAD","PM2.5sub50RHfinalQF","PM1sub50RHMedian","PM1sub50RHMinimum","PM1sub50RHMaximum","PM1sub50RHNumPts","PM1sub50RHMAD","PM1sub50RHfinalQF"
"D10","RMNP","000","050","2017-12-24T22:00:00Z","2017-12-24T23:00:00Z",0.001,0.001,0.032,3053,0,1,0.001,0.001,0.032,3053,0,1,0.001,0.001,0.032,3053,0,1,0.001,0.001,0.032,3053,0,1,0.001,0.001,0.032,3053,0,1,0.001,0.001,0.032,3053,0,1,0.001,0.001,0.032,3053,0,1,0.001,0.001,0.032,3053,0,1,0.001,0.001,0.032,3053,0,1,0.001,0.001,0.032,3053,0,1
"D10","RMNP","000","050","2017-12-24T23:00:00Z","2017-12-25T00:00:00Z",0.001,0.001,0.055,2775,0,1,0.001,0.001,0.054,2775,0,1,0.001,0.001,0.053,2775,0,1,0.001,0.001,0.053,2775,0,1,0.001,0.001,0.053,2775,0,1,0.001,0.001,0.055,2775,0,1,0.001,0.001,0.054,2775,0,1,0.001,0.001,0.053,2775,0,1,0.001,0.001,0.053,2775,0,1,0.001,0.001,0.053,2775,0,1
"D10","RMNP","000","050","2017-12-25T00:00:00Z","2017-12-25T01:00:00Z",0.001,0.001,0.066,3232,0,1,0.001,0.001,0.066,3232,0,1,0.001,0.001,0.066,3232,0,1,0.001,0.001,0.065,3232,0,1,0.001,0.001,0.065,3232,0,1,0.001,0.001,0.066,3232,0,1,0.001,0.001,0.066,3232,0,1,0.001,0.001,0.066,3232,0,1,0.001,0.001,0.065,3232,0,1,0.001,0.001,0.065,3232,0,1
"D10","RMNP","000","050","2017-12-25T01:00:00Z","2017-12-25T02:00:00Z",0.001,0.001,0.09,2793,0,1,0.001,0.001,0.09,2793,0,1,0.001,0.001,0.09,2793,0,1,0.001,0.001,0.089,2793,0,1,0.001,0.001,0.089,2793,0,1,0.001,0.001,0.09,2793,0,1,0.001,0.001,0.09,2793,0,1,0.001,0.001,0.09,2793,0,1,0.001,0.001,0.089,2793,0,1,0.001,0.001,0.089,2793,0,1
"D10","RMNP","000","050","2017-12-25T02:00:00Z","2017-12-25T03:00:00Z",0.001,0.001,0.03,2734,0,1,0.001,0.001,0.03,2734,0,1,0.001,0.001,0.03,2734,0,1,0.001,0.001,0.03,2734,0,1,0.001,0.001,0.03,2734,0,1,0.001,0.001,0.03,2734,0,1,0.001,0.001,0.03,2734,0,1,0.001,0.001,0.03,2734,0,1,0.001,0.001,0.03,2734,0,1,0.001,0.001,0.03,2734,0,1
"D10","RMNP","000","050","2017-12-25T03:00:00Z","2017-12-25T04:00:00Z",0.002,0.001,0.634,1876,0,1,0.002,0.001,0.634,1876,0,1,0.001,0.001,0.633,1876,0,1,0.001,0.001,0.633,1876,0,1,0.001,0.001,0.633,1876,0,1,0.002,0.001,0.634,1876,0,1,0.002,0.001,0.634,1876,0,1,0.001,0.001,0.633,1876,0,1,0.001,0.001,0.633,1876,0,1,0.001,0.001,0.633,1876,0,1
"D10","RMNP","000","050","2017-12-25T04:00:00Z","2017-12-25T05:00:00Z",0.004,0.001,0.779,1690,0,1,0.003,0.001,0.779,1690,0,1,0.002,0.001,0.776,1690,0,1,0.002,0.001,0.776,1690,0,1,0.002,0.001,0.776,1690,0,1,0.004,0.001,0.779,1690,0,1,0.003,0.001,0.779,1690,0,1,0.002,0.001,0.776,1690,0,1,0.002,0.001,0.776,1690,0,1,0.002,0.001,0.776,1690,0,1
"D10","RMNP","000","050","2017-12-25T05:00:00Z","2017-12-25T06:00:00Z",0.014,0.001,4.22,2739,0,1,0.012,0.001,4.21,2739,0,1,0.01,0.001,4.21,2739,0,1,0.01,0.001,4.21,2739,0,1,0.01,0.001,4.21,2739,0,1,0.014,0.001,4.22,2739,0,1,0.012,0.001,4.21,2739,0,1,0.01,0.001,4.21,2739,0,1,0.01,0.001,4.21,2739,0,1,0.01,0.001,4.21,2739,0,1
"D10","RMNP","000","050","2017-12-25T06:00:00Z","2017-12-25T07:00:00Z",0.026,0.001,4.77,3090,0,1,0.024,0.001,4.71,3090,0,1,0.022,0.001,4.7,3090,0,1,0.022,0.001,4.7,3090,0,1,0.021,0.001,4.7,3090,0,1,0.026,0.001,4.77,3090,0,1,0.024,0.001,4.71,3090,0,1,0.022,0.001,4.7,3090,0,1,0.022,0.001,4.7,3090,0,1,0.021,0.001,4.7,3090,0,1
"D10","RMNP","000","050","2017-12-25T07:00:00Z","2017-12-25T08:00:00Z",0.023,0.001,2.6,2110,0,1,0.022,0.001,2.59,2110,0,1,0.02,0.001,2.59,2110,0,1,0.02,0.001,2.59,2110,0,1,0.02,0.001,2.59,2110,0,1,0.023,0.001,2.6,2110,0,1,0.022,0.001,2.59,2110,0,1,0.02,0.001,2.59,2110,0,1,0.02,0.001,2.59,2110,0,1,0.02,0.001,2.59,2110,0,1
"D10","RMNP","000","050","2017-12-25T08:00:00Z","2017-12-25T09:00:00Z",0.024,0.001,3.72,1963,0,1,0.023,0.001,3.71,1963,0,1,0.021,0.001,3.71,1963,0,1,0.021,0.001,3.71,1963,0,1,0.021,0.001,3.71,1963,0,1,0.024,0.001,3.72,1963,0,1,0.023,0.001,3.71,1963,0,1,0.021,0.001,3.71,1963,0,1,0.021,0.001,3.71,1963,0,1,0.021,0.001,3.71,1963,0,1
"D10","RMNP","000","050","2017-12-25T09:00:00Z","2017-12-25T10:00:00Z",0.035,0.001,8.11,2812,0,1,0.031,0.001,8.04,2812,0,1,0.028,0.001,8,2812,0,1,0.027,0.001,7.99,2812,0,1,0.027,0.001,7.99,2812,0,1,0.035,0.001,8.11,2812,0,1,0.031,0.001,8.04,2812,0,1,0.028,0.001,8,2812,0,1,0.027,0.001,7.99,2812,0,1,0.027,0.001,7.99,2812,0,1
"D10","RMNP","000","050","2017-12-25T10:00:00Z","2017-12-25T11:00:00Z",0.047,0.001,7.75,3063,0,1,0.042,0.001,7.7,3063,0,1,0.039,0.001,7.67,3062,0,1,0.038,0.001,7.67,3062,0,1,0.038,0.001,7.67,3062,0,1,0.047,0.001,7.75,3063,0,1,0.042,0.001,7.7,3063,0,1,0.039,0.001,7.67,3062,0,1,0.038,0.001,7.67,3062,0,1,0.038,0.001,7.67,3062,0,1
"D10","RMNP","000","050","2017-12-25T11:00:00Z","2017-12-25T12:00:00Z",0.036,0.001,9.57,2184,0,1,0.032,0.001,9.51,2184,0,1,0.031,0.001,9.5,2184,0,1,0.031,0.001,9.5,2184,0,1,0.031,0.001,9.5,2184,0,1,0.036,0.001,9.57,2184,0,1,0.032,0.001,9.51,2184,0,1,0.031,0.001,9.5,2184,0,1,0.031,0.001,9.5,2184,0,1,0.031,0.001,9.5,2184,0,1
"D10","RMNP","000","050","2017-12-25T12:00:00Z","2017-12-25T13:00:00Z",0.022,0.001,4.08,1167,0,1,0.021,0.001,4.07,1167,0,1,0.02,0.001,4.06,1167,0,1,0.02,0.001,4.06,1167,0,1,0.02,0.001,4.06,1167,0,1,0.022,0.001,4.08,1167,0,1,0.021,0.001,4.07,1167,0,1,0.02,0.001,4.06,1167,0,1,0.02,0.001,4.06,1167,0,1,0.02,0.001,4.06,1167,0,1
"D10","RMNP","000","050","2017-12-25T13:00:00Z","2017-12-25T14:00:00Z",0.023,0.001,2.85,1818,0,1,0.023,0.001,2.85,1818,0,1,0.022,0.001,2.84,1818,0,1,0.022,0.001,2.84,1818,0,1,0.022,0.001,2.84,1818,0,1,0.023,0.001,2.85,1818,0,1,0.023,0.001,2.85,1818,0,1,0.022,0.001,2.84,1818,0,1,0.022,0.001,2.84,1818,0,1,0.022,0.001,2.84,1818,0,1
"D10","RMNP","000","050","2017-12-25T14:00:00Z","2017-12-25T15:00:00Z",0.032,0.001,7.76,2507,0,1,0.029,0.001,7.75,2507,0,1,0.028,0.001,7.74,2507,0,1,0.027,0.001,7.74,2507,0,1,0.027,0.001,7.74,2507,0,1,0.032,0.001,7.76,2507,0,1,0.029,0.001,7.75,2507,0,1,0.028,0.001,7.74,2507,0,1,0.027,0.001,7.74,2507,0,1,0.027,0.001,7.74,2507,0,1
"D10","RMNP","000","050","2017-12-25T15:00:00Z","2017-12-25T16:00:00Z",0.041,0.001,6.24,2757,0,1,0.037,0.001,6.2,2757,0,1,0.035,0.001,6.18,2757,0,1,0.035,0.001,6.18,2757,0,1,0.035,0.001,6.18,2757,0,1,0.041,0.001,6.24,2757,0,1,0.037,0.001,6.2,2757,0,1,0.035,0.001,6.18,2757,0,1,0.035,0.001,6.18,2757,0,1,0.035,0.001,6.18,2757,0,1
"D10","RMNP","000","050","2017-12-25T16:00:00Z","2017-12-25T17:00:00Z",0.044,0.001,7.63,2880,0,1,0.04,0.001,7.6,2880,0,1,0.037,0.001,7.59,2879,0,1,0.037,0.001,7.59,2879,0,1,0.037,0.001,7.59,2879,0,1,0.044,0.001,7.63,2880,0,1,0.04,0.001,7.6,2880,0,1,0.037,0.001,7.59,2879,0,1,0.037,0.001,7.59,2879,0,1,0.037,0.001,7.59,2879,0,1
"D10","RMNP","000","050","2017-12-25T17:00:00Z","2017-12-25T18:00:00Z",0.03,0.001,9.13,2012,0,1,0.028,0.001,9.1,2012,0.001,1,0.025,0.001,9.08,2012,0,1,0.025,0.001,9.08,2012,0,1,0.025,0.001,9.08,2012,0,1,0.03,0.001,9.13,2012,0,1,0.028,0.001,9.1,2012,0.001,1,0.025,0.001,9.08,2012,0,1,0.025,0.001,9.08,2012,0,1,0.025,0.001,9.08,2012,0,1
"D10","RMNP","000","050","2017-12-25T18:00:00Z","2017-12-25T19:00:00Z",0.027,0.001,5.08,2130,0,1,0.025,0.001,5.04,2130,0,1,0.023,0.001,5.04,2130,0,1,0.023,0.001,5.04,2130,0,1,0.023,0.001,5.04,2130,0,1,0.027,0.001,5.08,2130,0,1,0.025,0.001,5.04,2130,0,1,0.023,0.001,5.04,2130,0,1,0.023,0.001,5.04,2130,0,1,0.023,0.001,5.04,2130,0,1
"D10","RMNP","000","050","2017-12-25T19:00:00Z","2017-12-25T20:00:00Z",0.031,0.001,8.27,2226,0,1,0.028,0.001,8.27,2226,0,1,0.026,0.001,8.26,2226,0,1,0.026,0.001,8.26,2226,0,1,0.026,0.001,8.26,2226,0,1,0.031,0.001,8.27,2226,0,1,0.028,0.001,8.27,2226,0,1,0.026,0.001,8.26,2226,0,1,0.026,0.001,8.26,2226,0,1,0.026,0.001,8.26,2226,0,1
"D10","RMNP","000","050","2017-12-25T20:00:00Z","2017-12-25T21:00:00Z",0.024,0.001,5.67,1932,0,1,0.023,0.001,5.65,1932,0,1,0.021,0.001,5.63,1931,0,1,0.021,0.001,5.63,1931,0,1,0.021,0.001,5.63,1931,0,1,0.024,0.001,5.67,1932,0,1,0.023,0.001,5.65,1932,0,1,0.021,0.001,5.63,1931,0,1,0.021,0.001,5.63,1931,0,1,0.021,0.001,5.63,1931,0,1
"D10","RMNP","000","050","2017-12-25T21:00:00Z","2017-12-25T22:00:00Z",0.018,0.001,3.16,1461,0,1,0.017,0.001,3.13,1461,0,1,0.016,0.001,3.13,1461,0,1,0.016,0.001,3.13,1461,0,1,0.016,0.001,3.13,1461,0,1,0.018,0.001,3.16,1461,0,1,0.017,0.001,3.13,1461,0,1,0.016,0.001,3.13,1461,0,1,0.016,0.001,3.13,1461,0,1,0.016,0.001,3.13,1461,0,1
"D10","RMNP","000","050","2017-12-25T22:00:00Z","2017-12-25T23:00:00Z",0.022,0.001,5.5,1283,0,1,0.02,0.001,5.47,1283,0,1,0.019,0.001,5.44,1283,0,1,0.019,0.001,5.44,1283,0,1,0.019,0.001,5.44,1283,0,1,0.022,0.001,5.5,1283,0,1,0.02,0.001,5.47,1283,0,1,0.019,0.001,5.44,1283,0,1,0.019,0.001,5.44,1283,0,1,0.019,0.001,5.44,1283,0,1
"D10","RMNP","000","050","2017-12-25T23:00:00Z","2017-12-26T00:00:00Z",0.023,0.001,7.49,1787,0,1,0.021,0.001,7.45,1787,0,1,0.02,0.001,7.4,1787,0,1,0.02,0.001,7.4,1787,0,1,0.02,0.001,7.4,1787,0,1,0.023,0.001,7.49,1787,0,1,0.021,0.001,7.45,1787,0,1,0.02,0.001,7.4,1787,0,1,0.02,0.001,7.4,1787,0,1,0.02,0.001,7.4,1787,0,1
"D10","RMNP","000","050","2017-12-26T00:00:00Z","2017-12-26T01:00:00Z",0.022,0.001,3.53,1658,0,1,0.02,0.001,3.52,1658,0,1,0.02,0.001,3.52,1658,0,1,0.02,0.001,3.52,1658,0,1,0.02,0.001,3.52,1658,0,1,0.022,0.001,3.53,1658,0,1,0.02,0.001,3.52,1658,0,1,0.02,0.001,3.52,1658,0,1,0.02,0.001,3.52,1658,0,1,0.02,0.001,3.52,1658,0,1
"D10","RMNP","000","050","2017-12-26T01:00:00Z","2017-12-26T02:00:00Z",0.042,0.001,19.3,2560,0,1,0.036,0.001,19.2,2560,0,1,0.034,0.001,19.2,2558,0,1,0.034,0.001,19.2,2558,0,1,0.034,0.001,19.2,2558,0,1,0.042,0.001,19.3,2560,0,1,0.036,0.001,19.2,2560,0,1,0.034,0.001,19.2,2558,0,1,0.034,0.001,19.2,2558,0,1,0.034,0.001,19.2,2558,0,1
"D10","RMNP","000","050","2017-12-26T02:00:00Z","2017-12-26T03:00:00Z",0.06,0.001,13.9,2893,0,1,0.053,0.001,13.9,2893,0,1,0.049,0.001,13.9,2892,0,1,0.049,0.001,13.9,2892,0,1,0.049,0.001,13.9,2892,0,1,0.06,0.001,13.9,2893,0,1,0.053,0.001,13.9,2893,0,1,0.049,0.001,13.9,2892,0,1,0.049,0.001,13.9,2892,0,1,0.049,0.001,13.9,2892,0,1
"D10","RMNP","000","050","2017-12-26T03:00:00Z","2017-12-26T04:00:00Z",0.039,0.001,34.8,3106,0,1,0.034,0.001,34.5,3105,0,1,0.032,0.001,34.4,3104,0,1,0.032,0.001,34.4,3104,0,1,0.032,0.001,34.4,3104,0,1,0.039,0.001,34.8,3106,0,1,0.034,0.001,34.5,3105,0,1,0.032,0.001,34.4,3104,0,1,0.032,0.001,34.4,3104,0,1,0.032,0.001,34.4,3104,0,1
"D10","RMNP","000","050","2017-12-26T04:00:00Z","2017-12-26T05:00:00Z",0.072,0.001,26.5,3338,0,1,0.064,0.001,26.4,3336,0,1,0.061,0.001,26.4,3336,0,1,0.061,0.001,26.4,3336,0,1,0.061,0.001,26.4,3336,0,1,0.072,0.001,26.5,3338,0,1,0.064,0.001,26.4,3336,0,1,0.061,0.001,26.4,3336,0,1,0.061,0.001,26.4,3336,0,1,0.061,0.001,26.4,3336,0,1
"D10","RMNP","000","050","2017-12-26T05:00:00Z","2017-12-26T06:00:00Z",0.027,0.001,32.9,3220,0,1,0.024,0.001,32.8,3218,0,1,0.023,0.001,32.7,3218,0,1,0.023,0.001,32.7,3218,0,1,0.023,0.001,32.7,3218,0,1,0.027,0.001,32.9,3220,0,1,0.024,0.001,32.8,3218,0,1,0.023,0.001,32.7,3218,0,1,0.023,0.001,32.7,3218,0,1,0.023,0.001,32.7,3218,0,1
"D10","RMNP","000","050","2017-12-26T06:00:00Z","2017-12-26T07:00:00Z",0.063,0.001,14.7,3232,0,1,0.054,0.001,14.6,3232,0,1,0.05,0.001,14.6,3230,0,1,0.05,0.001,14.6,3230,0,1,0.05,0.001,14.6,3230,0,1,0.063,0.001,14.7,3232,0,1,0.054,0.001,14.6,3232,0,1,0.05,0.001,14.6,3230,0,1,0.05,0.001,14.6,3230,0,1,0.05,0.001,14.6,3230,0,1
"D10","RMNP","000","050","2017-12-26T07:00:00Z","2017-12-26T08:00:00Z",0.023,0.001,16.5,2260,0,1,0.022,0.001,16.4,2259,0,1,0.02,0.001,16.3,2255,0,1,0.02,0.001,16.3,2255,0,1,0.02,0.001,16.3,2255,0,1,0.023,0.001,16.5,2260,0,1,0.022,0.001,16.4,2259,0,1,0.02,0.001,16.3,2255,0,1,0.02,0.001,16.3,2255,0,1,0.02,0.001,16.3,2255,0,1
"D10","RMNP","000","050","2017-12-26T08:00:00Z","2017-12-26T09:00:00Z",0.016,0.001,4.88,2778,0,1,0.014,0.001,4.86,2778,0,1,0.013,0.001,4.86,2778,0,1,0.013,0.001,4.86,2778,0,1,0.013,0.001,4.86,2778,0,1,0.016,0.001,4.88,2778,0,1,0.014,0.001,4.86,2778,0,1,0.013,0.001,4.86,2778,0,1,0.013,0.001,4.86,2778,0,1,0.013,0.001,4.86,2778,0,1
"D10","RMNP","000","050","2017-12-26T09:00:00Z","2017-12-26T10:00:00Z",0.021,0.001,17.7,3191,0,1,0.018,0.001,17.5,3191,0,1,0.017,0.001,17.5,3190,0,1,0.017,0.001,17.5,3190,0,1,0.017,0.001,17.5,3190,0,1,0.021,0.001,17.7,3191,0,1,0.018,0.001,17.5,3191,0,1,0.017,0.001,17.5,3190,0,1,0.017,0.001,17.5,3190,0,1,0.017,0.001,17.5,3190,0,1
"D10","RMNP","000","050","2017-12-26T10:00:00Z","2017-12-26T11:00:00Z",0.01,0.001,6.89,3339,0,1,0.007,0.001,6.88,3339,0,1,0.006,0.001,6.87,3339,0,1,0.006,0.001,6.87,3339,0,1,0.006,0.001,6.87,3339,0,1,0.01,0.001,6.89,3339,0,1,0.007,0.001,6.88,3339,0,1,0.006,0.001,6.87,3339,0,1,0.006,0.001,6.87,3339,0,1,0.006,0.001,6.87,3339,0,1
"D10","RMNP","000","050","2017-12-26T11:00:00Z","2017-12-26T12:00:00Z",0.017,0.001,19.4,2541,0,1,0.016,0.001,19.4,2540,0,1,0.015,0.001,19.4,2539,0,1,0.015,0.001,19.4,2539,0,1,0.015,0.001,19.4,2539,0,1,0.017,0.001,19.4,2541,0,1,0.016,0.001,19.4,2540,0,1,0.015,0.001,19.4,2539,0,1,0.015,0.001,19.4,2539,0,1,0.015,0.001,19.4,2539,0,1
"D10","RMNP","000","050","2017-12-26T12:00:00Z","2017-12-26T13:00:00Z",0.013,0.001,15.8,2968,0,1,0.011,0.001,15.8,2968,0,1,0.01,0.001,15.7,2968,0,1,0.01,0.001,15.7,2968,0,1,0.01,0.001,15.7,2968,0,1,0.013,0.001,15.8,2968,0,1,0.011,0.001,15.8,2968,0,1,0.01,0.001,15.7,2968,0,1,0.01,0.001,15.7,2968,0,1,0.01,0.001,15.7,2968,0,1
"D10","RMNP","000","050","2017-12-26T13:00:00Z","2017-12-26T14:00:00Z",0.007,0.001,12.7,3358,0,1,0.006,0.001,12.7,3358,0,1,0.004,0.001,12.6,3358,0,1,0.003,0.001,12.6,3358,0,1,0.003,0.001,12.6,3358,0,1,0.007,0.001,12.7,3358,0,1,0.006,0.001,12.7,3358,0,1,0.004,0.001,12.6,3358,0,1,0.003,0.001,12.6,3358,0,1,0.003,0.001,12.6,3358,0,1
"D10","RMNP","000","050","2017-12-26T14:00:00Z","2017-12-26T15:00:00Z",0.023,0.001,5.41,3198,0,1,0.021,0.001,5.41,3198,0,1,0.02,0.001,5.4,3198,0,1,0.02,0.001,5.4,3198,0,1,0.02,0.001,5.4,3198,0,1,0.023,0.001,5.41,3198,0,1,0.021,0.001,5.41,3198,0,1,0.02,0.001,5.4,3198,0,1,0.02,0.001,5.4,3198,0,1,0.02,0.001,5.4,3198,0,1
"D10","RMNP","000","050","2017-12-26T15:00:00Z","2017-12-26T16:00:00Z",0.026,0.001,10.3,3285,0,1,0.024,0.001,10.3,3285,0,1,0.022,0.001,10.3,3285,0,1,0.022,0.001,10.3,3285,0,1,0.022,0.001,10.3,3285,0,1,0.026,0.001,10.3,3285,0,1,0.024,0.001,10.3,3285,0,1,0.022,0.001,10.3,3285,0,1,0.022,0.001,10.3,3285,0,1,0.022,0.001,10.3,3285,0,1
"D10","RMNP","000","050","2017-12-26T16:00:00Z","2017-12-26T17:00:00Z",0.002,0.001,2.41,3189,0,1,0.002,0.001,2.41,3189,0,1,0.001,0.001,2.41,3189,0,1,0.001,0.001,2.41,3189,0,1,0.001,0.001,2.41,3189,0,1,0.002,0.001,2.41,3189,0,1,0.002,0.001,2.41,3189,0,1,0.001,0.001,2.41,3189,0,1,0.001,0.001,2.41,3189,0,1,0.001,0.001,2.41,3189,0,1
"D10","RMNP","000","050","2017-12-26T17:00:00Z","2017-12-26T18:00:00Z",0.001,0.001,2.52,2725,0,1,0.001,0.001,2.51,2725,0,1,0.001,0.001,2.5,2725,0,1,0.001,0.001,2.5,2725,0,1,0.001,0.001,2.5,2725,0,1,0.001,0.001,2.52,2725,0,1,0.001,0.001,2.51,2725,0,1,0.001,0.001,2.5,2725,0,1,0.001,0.001,2.5,2725,0,1,0.001,0.001,2.5,2725,0,1
"D10","RMNP","000","050","2017-12-26T18:00:00Z","2017-12-26T19:00:00Z",0.001,0.001,1.13,2931,0,1,0.001,0.001,1.11,2931,0,1,0.001,0.001,1.1,2931,0,1,0.001,0.001,1.1,2931,0,1,0.001,0.001,1.1,2931,0,1,0.001,0.001,1.13,2931,0,1,0.001,0.001,1.11,2931,0,1,0.001,0.001,1.1,2931,0,1,0.001,0.001,1.1,2931,0,1,0.001,0.001,1.1,2931,0,1
"D10","RMNP","000","050","2017-12-26T19:00:00Z","2017-12-26T20:00:00Z",0.001,0.001,0.107,3085,0,1,0.001,0.001,0.107,3085,0,1,0.001,0.001,0.107,3084,0,1,0.001,0.001,0.107,3084,0,1,0.001,0.001,0.106,3084,0,1,0.001,0.001,0.107,3085,0,1,0.001,0.001,0.107,3085,0,1,0.001,0.001,0.107,3084,0,1,0.001,0.001,0.107,3084,0,1,0.001,0.001,0.106,3084,0,1
"D10","RMNP","000","050","2017-12-26T20:00:00Z","2017-12-26T21:00:00Z",0.001,0.001,0.044,3340,0,1,0.001,0.001,0.044,3340,0,1,0.001,0.001,0.044,3340,0,1,0.001,0.001,0.044,3340,0,1,0.001,0.001,0.044,3340,0,1,0.001,0.001,0.044,3340,0,1,0.001,0.001,0.044,3340,0,1,0.001,0.001,0.044,3340,0,1,0.001,0.001,0.044,3340,0,1,0.001,0.001,0.044,3340,0,1
"D10","RMNP","000","050","2017-12-26T21:00:00Z","2017-12-26T22:00:00Z",0.001,0.001,0.021,3575,0,0,0.001,0.001,0.011,3575,0,0,0.001,0.001,0.011,3575,0,0,0.001,0.001,0.011,3575,0,0,0.001,0.001,0.011,3575,0,0,0.001,0.001,0.021,3575,0,0,0.001,0.001,0.011,3575,0,0,0.001,0.001,0.011,3575,0,0,0.001,0.001,0.011,3575,0,0,0.001,0.001,0.011,3575,0,0
"D10","RMNP","000","050","2017-12-26T22:00:00Z","2017-12-26T23:00:00Z",0.001,0.001,0.207,3480,0,0,0.001,0.001,0.207,3480,0,0,0.001,0.001,0.207,3480,0,0,0.001,0.001,0.207,3480,0,0,0.001,0.001,0.207,3480,0,0,0.001,0.001,0.207,3480,0,0,0.001,0.001,0.207,3480,0,0,0.001,0.001,0.207,3480,0,0,0.001,0.001,0.207,3480,0,0,0.001,0.001,0.207,3480,0,0
"D10","RMNP","000","050","2017-12-26T23:00:00Z","2017-12-27T00:00:00Z",0.001,0.001,0.047,2090,0,1,0.001,0.001,0.047,2090,0,1,0.001,0.001,0.047,2090,0,1,0.001,0.001,0.047,2090,0,1,0.001,0.001,0.047,2090,0,1,0.001,0.001,0.047,2090,0,1,0.001,0.001,0.047,2090,0,1,0.001,0.001,0.047,2090,0,1,0.001,0.001,0.047,2090,0,1,0.001,0.001,0.047,2090,0,1
"D10","RMNP","000","050","2017-12-27T00:00:00Z","2017-12-27T01:00:00Z",0.001,0.001,0.033,1403,0,1,0.001,0.001,0.033,1403,0,1,0.001,0.001,0.033,1403,0,1,0.001,0.001,0.033,1403,0,1,0.001,0.001,0.033,1403,0,1,0.001,0.001,0.033,1403,0,1,0.001,0.001,0.033,1403,0,1,0.001,0.001,0.033,1403,0,1,0.001,0.001,0.033,1403,0,1,0.001,0.001,0.033,1403,0,1
"D10","RMNP","000","050","2017-12-27T01:00:00Z","2017-12-27T02:00:00Z",0.001,0.001,0.061,2562,0,1,0.001,0.001,0.061,2562,0,1,0.001,0.001,0.061,2562,0,1,0.001,0.001,0.061,2562,0,1,0.001,0.001,0.061,2562,0,1,0.001,0.001,0.061,2562,0,1,0.001,0.001,0.061,2562,0,1,0.001,0.001,0.061,2562,0,1,0.001,0.001,0.061,2562,0,1,0.001,0.001,0.061,2562,0,1
"D10","RMNP","000","050","2017-12-27T02:00:00Z","2017-12-27T03:00:00Z",0.001,0.001,0.033,2907,0,1,0.001,0.001,0.033,2907,0,1,0.001,0.001,0.033,2907,0,1,0.001,0.001,0.033,2907,0,1,0.001,0.001,0.033,2907,0,1,0.001,0.001,0.033,2907,0,1,0.001,0.001,0.033,2907,0,1,0.001,0.001,0.033,2907,0,1,0.001,0.001,0.033,2907,0,1,0.001,0.001,0.033,2907,0,1
"D10","RMNP","000","050","2017-12-27T03:00:00Z","2017-12-27T04:00:00Z",0.001,0.001,0.018,3078,0,1,0.001,0.001,0.015,3078,0,1,0.001,0.001,0.015,3078,0,1,0.001,0.001,0.014,3078,0,1,0.001,0.001,0.014,3078,0,1,0.001,0.001,0.018,3078,0,1,0.001,0.001,0.015,3078,0,1,0.001,0.001,0.015,3078,0,1,0.001,0.001,0.014,3078,0,1,0.001,0.001,0.014,3078,0,1
"D10","RMNP","000","050","2017-12-27T04:00:00Z","2017-12-27T05:00:00Z",0.001,0.001,0.638,3190,0,1,0.001,0.001,0.638,3190,0,1,0.001,0.001,0.638,3190,0,1,0.001,0.001,0.638,3190,0,1,0.001,0.001,0.638,3190,0,1,0.001,0.001,0.638,3190,0,1,0.001,0.001,0.638,3190,0,1,0.001,0.001,0.638,3190,0,1,0.001,0.001,0.638,3190,0,1,0.001,0.001,0.638,3190,0,1
"D10","RMNP","000","050","2017-12-27T05:00:00Z","2017-12-27T06:00:00Z",0.001,0.001,0.094,1891,0,1,0.001,0.001,0.094,1891,0,1,0.001,0.001,0.092,1891,0,1,0.001,0.001,0.092,1891,0,1,0.001,0.001,0.092,1891,0,1,0.001,0.001,0.094,1891,0,1,0.001,0.001,0.094,1891,0,1,0.001,0.001,0.092,1891,0,1,0.001,0.001,0.092,1891,0,1,0.001,0.001,0.092,1891,0,1
"D10","RMNP","000","050","2017-12-27T06:00:00Z","2017-12-27T07:00:00Z",0.001,0.001,0.03,911,0,1,0.001,0.001,0.03,911,0,1,0.001,0.001,0.03,911,0,1,0.001,0.001,0.03,911,0,1,0.001,0.001,0.03,911,0,1,0.001,0.001,0.03,911,0,1,0.001,0.001,0.03,911,0,1,0.001,0.001,0.03,911,0,1,0.001,0.001,0.03,911,0,1,0.001,0.001,0.03,911,0,1
